OBJECTID,Shape,,NAME,ADDRESS,TYPE,URL
1114,40.60949378,-73.99535532,AL,1933 79th Street,Fee-based, 
1046,40.75790927,-73.97818365,Alfredo of Rome at Rockefeller,4 West 49th Street,Fee-based, 
500,40.72273297,-73.80429751,All Friend Cafe,7805 164 Street,Free, 
682,40.58135878,-74.11143288,Alor Café,2110 Richmond Road,Free,http://www.wififreespot.com/ny.html
894,40.6839361,-73.99210309,Amazon Café,227 Smith St,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Amazon_Cafe_New_York_NY_5572.aspx
636,40.77090265,-73.95406512,American Trash,1471 1st Avenue,Free,http://www.nycamericantrash.com/trash_wii.html
657,40.70746874,-74.00589065,Andrews Coffee Shop,116 John Street,Free,http://www.openwifinyc.com/classic/a/Andrews-Coffee-Shop-NY-10038
658,40.74472908,-73.9908522,Antique Café,55 West 26th Street,Free,http://www.openwifinyc.com/classic/a/Antique-Cafe-NY-10010
384,40.7635512,-73.97229407,Apple Store,767 5th Avenue,Free,http://www.apple.com/retail/fifthavenue/
633,40.74133328,-74.00552696,Apple Store,401 W 14th Street,Free,http://www.apple.com/retail/west14thstreet/
634,40.58119902,-74.16618372,Apple Store,2655 Richmond Avenue,Free,http://www.apple.com/retail/statenisland/
326,40.72511979,-73.99897538,Apple Store Soho,103 Prince St,Free,http://www.apple.com
888,40.76152612,-73.98347722,Applebee's,205 West 50th Street,Free,http://www.nyu.edu/src/cityguide/cityinfo.html
327,40.7214769,-73.98823196,ARK Communications,90 Stanton Street,Free,http://usatoday.jiwire.com/wi-fi-wireless-hotspot-New-York-New-York-NY-US-ARK-Comm
1243,40.72619536,-73.99895972,Aroma Espresso Bar,145 Greene St,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Aroma_Espresso_Bar_New_York_NY_6071.aspx
611,40.74900063,-73.99028715,Arome Deli and Pizzeria,138 West 32nd Street,Fee-based, 
1244,40.76647975,-73.98126402,Associated Supermarket,225 W 57th Street,Free,http://www.openwifispots.com/citylist_free_wifi_wireless_hotspot-New_York_NY.aspx
508,40.74941062,-73.86206994,Astroval Travel,103-16 Roosevelt Ave,Free,http://v4.jiwire.com/wi-fi-wireless-hotspot-Corona-New-York-NY-US-Astroval-Travel-1086848.htm
473,40.71299635,-73.95686203,Atlas Café,116 Havemeyer St.,Free,http://www.yelp.com/biz/atlas-cafe-brooklyn
1047,40.73633453,-73.99117381,Atrium Cafe,25 Union Square,Fee-based, 
431,40.72444586,-73.99172034,Avalon Bowery Place,11 East 1st St,Free,http://development.inputnine.com/archive/avalon/boweryplace/site/
847,40.72322525,-73.99126573,Avalon Chrystie Place,229 Chrystie street,Fee-based, 
1168,40.74364606,-73.9579177,Avalon Riverview-NY,201 50th Ave,Fee-based, 
1048,40.75130148,-73.97262039,Avis,217 E 43rd St,Fee-based,http://www.avis.com
1169,40.66051942,-73.80487112,Avis - JFK Airport,305 Federal Circle,Fee-based,http://www.avis.com/
1170,40.76978342,-73.88739967,Avis - LaGuardia,"Laguardia Airport, Building 25",Fee-based,http://www.avis.com/
1049,40.78133608,-73.98075413,Avis of West 76th Street,216 West 76th Street,Fee-based, 
639,40.72869528,-73.97882168,B Cup Café,212 Avenue B,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_B_Cup_Cafe_New_York_NY_5590.aspx
1050,40.71717919,-74.00209228,Bagel Deluxe,80 Lafayette Street,Fee-based, 
672,40.76228328,-73.77058988,Bagels & Cakes,42-14 Bell Boulevard,Free,http://www.wififreespot.com/ny.html
501,40.76386999,-73.77079569,Bagels And Bake,40-15 Bell Blvd.,Free,http://local.yahoo.com/info-11375980-bagels-and-bake-under-the-green-canopy-bayside
668,40.74012828,-74.00276082,Balducci's Mezzanine Café,81 8th Avenue,Free,http://www.openwifinyc.com/classic/a/Balduccis-Mezzanine-Cafe-NY-10011
1051,40.76745117,-73.98570399,Balsley Park,West 57th Street & 9th Avenue,Fee-based, 
3,40.733365,-73.99938299,Barnes & Noble,396 Avenue of the Americas,Free,http://www.barnesandnobleinc.com
357,40.77997323,-73.95557653,Barnes & Noble,1280 Lexington Ave,Free,http://www.barnesandnobleinc.com
358,40.77794645,-73.9526424,Barnes & Noble,240 East 86th Street,Free,http://www.barnesandnobleinc.com
359,40.78626526,-73.97869797,Barnes & Noble,2289 Broadway,Free,http://www.barnesandnobleinc.com
360,40.77406545,-73.98179243,Barnes & Noble,1972 Broadway,Free,http://www.barnesandnobleinc.com
361,40.73715232,-73.98940555,Barnes & Noble,33 East 17th Street,Free,http://www.barnesandnobleinc.com
362,40.75850573,-73.96978387,Barnes & Noble,160 E 54th Street,Free,http://www.barnesandnobleinc.com
363,40.74212614,-73.99398785,Barnes & Noble,675 Avenue Of The Americas,Free,http://www.barnesandnobleinc.com
364,40.75568066,-73.97882326,Barnes & Noble,555 5th Ave,Free,http://www.barnesandnobleinc.com
365,40.72973073,-73.99227514,Barnes & Noble,4 Astor Place,Free,http://www.barnesandnobleinc.com
422,40.86577294,-73.82981822,Barnes & Noble,290 Baychester Ave,Free,http://www.barnesandnobleinc.com
423,40.59224737,-74.16253776,Barnes & Noble,2245 Richmond Avenue,Free,http://www.barnesandnobleinc.com
424,40.78069713,-73.77645545,Barnes & Noble,23-80 Bell Blvd.,Free,http://www.barnesandnobleinc.com
740,40.74399598,-73.93512413,Barnes & Noble,31 10 Thomson Avenue,Free,http://www.barnesandnobleinc.com
741,40.71708113,-74.00699734,Barnes & Noble,40 Worth Street,Free,http://www.barnesandnobleinc.com
742,40.71532272,-74.01093593,Barnes & Noble,97 Warren Street,Free,http://www.barnesandnobleinc.com
743,40.69133631,-73.96899431,Barnes & Noble,222 Clinton Avenue,Free,http://www.barnesandnobleinc.com
744,40.77903021,-73.95514636,Barnes & Noble,150 East 86th Street,Free,http://www.barnesandnobleinc.com
745,40.72077559,-73.84691655,Barnes & Noble,70-00 Austin Street,Free,http://www.barnesandnobleinc.com
746,40.72567918,-73.79102104,Barnes & Noble,176-60 Union Turnpike,Free,http://www.barnesandnobleinc.com
907,40.69071598,-73.99218549,Barnes & Noble,106 Court Street,Free,http://www.barnesandnobleinc.com
908,40.66887683,-73.97953353,Barnes & Noble,267 7th Avenue,Free,http://www.barnesandnobleinc.com
1052,40.76478076,-73.98762145,Basics Coffee,786 9th Avenue,Fee-based, 
1252,40.70154457,-74.01477149,"Battery Park, around Battery Gardens",17 State Street,Free,http://www.nycgovparks.org/parks/batterypark
654,40.76837719,-73.95866012,Beach Café,1362 2nd Avenue,Free,http://www.openwifinyc.com/classic/a/Beach-Cafe-NY-10021
1053,40.78537824,-73.97626078,Bean Coffee House,473 Amsterdam Avenue,Fee-based, 
1054,40.76131652,-73.98448881,Belly Deli,1625 Broadway,Fee-based, 
699,40.73599372,-73.99436147,Best Value Electronics,6 West 14th Street,Free,http://www.wififreespot.com/ny.html
1112,40.74428,-73.99886212,Big Cup Tea & Coffee House,228 8th Ave,Fee-based, 
328,40.7142723,-74.00696194,Blue Spoon Coffee Company,76 Chambers St,Free,http://www.bluespooncoffee.com/
733,40.74065934,-73.98824163,Bonobo,18 East 23rd Street,Free,http://www.openwifinyc.com/classic/a/Bonobo-NY-10010
637,40.74030094,-73.99370328,Boqueria,53 West 19th Street,Free,http://www.wififreespot.com/ny.html
1056,40.76873533,-73.98285889,Borders,10 Columbus Circle,Fee-based,http://www.borders.com
1057,40.74519907,-73.98243549,Borders,461 Park Avenue South,Fee-based,http://www.borders.com
1058,40.74272507,-73.97684977,Borders,550 Second Avenue,Fee-based,http://www.borders.com
1059,40.70797549,-74.01111281,Borders,100 Broadway,Fee-based,http://www.borders.com
638,40.72710552,-73.99204362,Bowery Bar,40 E 4th Street,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Bowery_Bar_New_York_NY_5589.aspx
329,40.72495763,-73.99271224,Bowery Poetry Club,308 Bowery,Free,http://www.bowerypoetry.com/
312,40.70497244,-74.01366226,Bowling Green Park,Broadway and Whitehall,Free,http://www.downtownny.com/wireless.asp
664,40.72973852,-73.9872274,Brama Café,157 2nd Avenue,Free, 
660,40.70648034,-74.01227067,Bravo Café,52 Broadway,Free,http://www.openwifinyc.com/classic/a/Bravo-Cafe-NY-10004
474,40.68154728,-73.93460066,Bread Stuy,401 Lewis Ave,Free,http://breadstuy.com/main.html
466,40.6909857,-73.95589184,Bristens Cafe,525 DeKalb Avenue,Free,http://www.yelp.com/biz/bristens-eatery-brooklyn
647,40.70477206,-74.00934908,British Memorial Garden,Hanover Square,Free,http://www.britishmemorialgarden.org/intro.html
383,40.70437995,-73.99007439,Brooklyn Bridge Park,92 Plymouth Street,Free,http://auth.nycwireless.net/hotspots_map.php
478,40.67680243,-73.98303394,Brooklyn Lyceum coffee shop,225 4th Ave,Free,http://www.superpages.com/cities/mtg/wifi-1258829/
465,40.67092684,-73.96355466,Brooklyn Museum of Art,200 Eastern Parkway,Free,http://www.brooklynmuseum.org/visit/wireless.php
193,40.68068718,-73.88724085,Brooklyn Public Library - Arlington,203 Arlington Ave.,Free,http://www.brooklynpubliclibrary.org/
194,40.63362722,-74.02953989,Brooklyn Public Library - Bay Ridge,7223 Ridge Blvd.,Free,http://www.brooklynpubliclibrary.org/
195,40.68182101,-73.95616471,Brooklyn Public Library - Bedford,496 Franklin Avenue,Free,http://www.brooklynpubliclibrary.org/
196,40.63888676,-73.98900679,Brooklyn Public Library - Borough Park,1265 43rd St.,Free,http://www.brooklynpubliclibrary.org/
197,40.57610902,-73.96677419,Brooklyn Public Library - Brighton Beach,16 Brighton First Rd.,Free,http://www.brooklynpubliclibrary.org/
198,40.69567092,-73.99138114,Brooklyn Public Library - Brooklyn Heights,280 Cadman Plaza West,Free,http://www.brooklynpubliclibrary.org/
199,40.67537039,-73.94856575,Brooklyn Public Library - Brower Park,725 St. Marks Ave.,Free,http://www.brooklynpubliclibrary.org/
200,40.6715276,-73.90860464,Brooklyn Public Library - Brownsville,61 Glenmore Ave.,Free,http://www.brooklynpubliclibrary.org/
201,40.70455942,-73.93961665,Brooklyn Public Library - Bushwick,340 Bushwick Ave.,Free,http://www.brooklynpubliclibrary.org/
202,40.6422085,-73.89952477,Brooklyn Public Library - Canarsie,1580 Rockaway Pkwy.,Free,http://www.brooklynpubliclibrary.org/
203,40.68321546,-73.99802056,Brooklyn Public Library - Carroll Gardens,396 Clinton St.,Free,http://www.brooklynpubliclibrary.org/
204,40.67224294,-73.9681106,Brooklyn Public Library - Central Library,Grand Army Plaza,Free,http://www.brooklynpubliclibrary.org/
205,40.63574081,-73.94761989,Brooklyn Public Library - Clarendon,2035 Nostrand Ave.,Free,http://www.brooklynpubliclibrary.org/
206,40.68737977,-73.96603005,Brooklyn Public Library - Clinton Hill,380 Washington Ave.,Free,http://www.brooklynpubliclibrary.org/
207,40.57676899,-73.98609758,Brooklyn Public Library - Coney Island,1901 Mermaid Ave.,Free,http://www.brooklynpubliclibrary.org/
208,40.6408036,-73.96596367,Brooklyn Public Library - Cortelyou,1305 Cortelyou Rd.,Free,http://www.brooklynpubliclibrary.org/
209,40.66120166,-73.94813334,Brooklyn Public Library - Crown Heights Branch,560 New York Ave.,Free,http://www.brooklynpubliclibrary.org/
210,40.67270539,-73.87403488,Brooklyn Public Library - Cypress Hills,1197 Sutter Ave.,Free,http://www.brooklynpubliclibrary.org/
211,40.6948173,-73.92839945,Brooklyn Public Library - DeKalb,790 Bushwick Ave.,Free,http://www.brooklynpubliclibrary.org/
212,40.61630802,-74.01198722,Brooklyn Public Library - Dyker,8202 13th Ave.,Free,http://www.brooklynpubliclibrary.org/
213,40.65571155,-73.91493701,Brooklyn Public Library - East Flatbush,9612 Church Ave.,Free,http://www.brooklynpubliclibrary.org/
214,40.66846513,-73.93364021,Brooklyn Public Library - Eastern Parkway,1044 Eastern Pkwy.,Free,http://www.brooklynpubliclibrary.org/
215,40.65192292,-73.95823855,Brooklyn Public Library - Flatbush,22 Linden Blvd.,Free,http://www.brooklynpubliclibrary.org/
216,40.61976964,-73.93321314,Brooklyn Public Library - Flatlands,2065 Flatbush Ave.,Free,http://www.brooklynpubliclibrary.org/
217,40.61637299,-74.03136924,Brooklyn Public Library - Fort Hamilton,9424 Fourth Ave.,Free,http://www.brooklynpubliclibrary.org/
218,40.591358,-73.92396645,Brooklyn Public Library - Gerritsen Beach Branch,2808 Gerritsen Ave.,Free,http://www.brooklynpubliclibrary.org/
219,40.59054527,-73.97180777,Brooklyn Public Library - Gravesend,303 Ave. X,Free,http://www.brooklynpubliclibrary.org/
220,40.72605069,-73.95069135,Brooklyn Public Library - Greenpoint,107 Norman Ave.,Free,http://www.brooklynpubliclibrary.org/
221,40.60569096,-73.98623201,Brooklyn Public Library - Highlawn,1664 W. 13th St.,Free,http://www.brooklynpubliclibrary.org/
222,40.59523833,-73.96060011,Brooklyn Public Library - Homecrest,2525 Coney Island Ave.,Free,http://www.brooklynpubliclibrary.org/
223,40.63447528,-73.88930414,Brooklyn Public Library - Jamaica Bay,9727 Seaview Ave.,Free,http://www.brooklynpubliclibrary.org/
437,40.63569504,-73.97459541,Brooklyn Public Library - Kensington,410 Ditmas Ave.,Free,http://www.brooklynpubliclibrary.org/
438,40.5948622,-73.94112375,Brooklyn Public Library - Kings Bay,3650 Nostrand Ave.,Free,http://www.brooklynpubliclibrary.org/
439,40.61025779,-73.95310712,Brooklyn Public Library - Kings Highway,2115 Ocean Ave.,Free,http://www.brooklynpubliclibrary.org/
440,40.71364591,-73.94793742,Brooklyn Public Library - Leonard,81 Devoe St.,Free,http://www.brooklynpubliclibrary.org/
441,40.68300487,-73.93480475,Brooklyn Public Library - Macon,361 Lewis Ave.,Free,http://www.brooklynpubliclibrary.org/
442,40.62306584,-73.98944527,Brooklyn Public Library - Mapleton,1702 60th St,Free,http://www.brooklynpubliclibrary.org/
443,40.69162337,-73.95128295,Brooklyn Public Library - Marcy,617 DeKalb Ave.,Free,http://www.brooklynpubliclibrary.org/
444,40.62921404,-74.01187066,Brooklyn Public Library - McKinley Park,6802 Fort Hamilton Pkwy,Free,http://www.brooklynpubliclibrary.org/
445,40.62589484,-73.96031543,Brooklyn Public Library - Midwood,975 East 16th St,Free,http://www.brooklynpubliclibrary.org/
446,40.61986887,-73.91699628,Brooklyn Public Library - Mill Basin,2385 Ralph Ave,Free,http://www.brooklynpubliclibrary.org/
447,40.66515882,-73.88607038,Brooklyn Public Library - New Lots,665 New Lots Ave.,Free,http://www.brooklynpubliclibrary.org/
448,40.60801108,-74.00337819,Brooklyn Public Library - New Utrecht,1743 86th St.,Free,http://www.brooklynpubliclibrary.org/
449,40.6834605,-73.97853972,Brooklyn Public Library - Pacific,25 Fourth Ave.,Free,http://www.brooklynpubliclibrary.org/
450,40.63263701,-73.91998515,Brooklyn Public Library - Paerdegat,850 E. 59th St.,Free,http://www.brooklynpubliclibrary.org/
451,40.66821683,-73.98342904,Brooklyn Public Library - Park Slope,431 6th Ave.,Free,http://www.brooklynpubliclibrary.org/
452,40.67525516,-74.01035028,Brooklyn Public Library - Red Hook,7 Wolcott St.,Free,http://www.brooklynpubliclibrary.org/
453,40.64863764,-73.93037337,Brooklyn Public Library - Rugby,1000 Utica Ave.,Free,http://www.brooklynpubliclibrary.org/
454,40.61591639,-73.9760401,Brooklyn Public Library - Ryder,5902- 23rd Ave.,Free,http://www.brooklynpubliclibrary.org/
455,40.68480634,-73.91513787,Brooklyn Public Library - Saratoga,"Thomas S. Boyland St. at ""Macon St.""",Free,http://www.brooklynpubliclibrary.org/
456,40.5869993,-73.95542767,Brooklyn Public Library - Sheepshead Bay,2636 E.14th St.,Free,http://www.brooklynpubliclibrary.org/
457,40.65326552,-73.88591049,Brooklyn Public Library - Spring Creek Branch,12143 Flatlands Ave.,Free,http://www.brooklynpubliclibrary.org/
458,40.66446803,-73.90521163,Brooklyn Public Library - Stone Avenue,581 Mother Gaston Boulevard,Free,http://www.brooklynpubliclibrary.org/
459,40.64591313,-74.01362855,Brooklyn Public Library - Sunset Park,5108 4th Avenue,Free,http://www.brooklynpubliclibrary.org/
460,40.59265344,-73.98868314,Brooklyn Public Library - Ulmer Park,2602 Bath Ave,Free,http://www.brooklynpubliclibrary.org/
461,40.69449158,-73.977732,Brooklyn Public Library - Walt Whitman,93 Saint Edwards St.,Free,http://www.brooklynpubliclibrary.org/
462,40.69748224,-73.91221144,Brooklyn Public Library - Washington Irving,360 Irving Ave.,Free,http://www.brooklynpubliclibrary.org/
463,40.70693068,-73.95755486,Brooklyn Public Library - Williamsburgh,240 Division Ave.,Free,http://www.brooklynpubliclibrary.org/
464,40.64871676,-73.97675626,Brooklyn Public Library - Windsor Terrace,160 E. 5th St.,Free,http://www.brooklynpubliclibrary.org/
313,40.7537409,-73.98356297,Bryant Park,6th Avenue & 42nd Street,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Bryant_Park_New_York_NY_6144.aspx
1060,40.76100488,-73.97587961,Buchmann Tower,680 Fifth Avenue,Fee-based, 
707,40.68429023,-73.97710532,Buffalo Wild Wings Grill & Bar,139 Flatbush Avenue,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Buffalo_Wild_Wings_Grill_and_Bar_Brooklyn_NY_329.aspx
755,40.82771993,-73.9243148,Burger King,103 E 161 Street,Free,http://www.wififreespot.com/ny.html
704,40.71153062,-73.9471331,Business Coffeshop,623 Grand Street,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Business_Brooklyn_NY_32212.aspx
385,40.7242387,-73.99719677,Bway.net,568 Broadway,Free,http://auth.nycwireless.net/node_list.php
848,40.74435722,-73.98707235,Cafe 28,245 Fifth Avenue,Fee-based, 
1061,40.75238796,-73.98519109,Cafe 39,62 W 39th Street,Fee-based, 
1062,40.86423371,-73.92895458,Cafe 7 Lounge,4710 Broadway,Fee-based, 
675,40.8124272,-73.95507487,Café Addis,435 W 125 Street,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_CAFE_ADDIS_New_York_NY_31195.aspx
895,40.7570071,-73.99397389,Cafe Andalucia,533 9th Avenue,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Cafe_Andalucia_New_York_NY_10565.aspx
885,40.73373422,-73.99990689,Cafe Ari,3 Greenwich Ave,Free, 
506,40.75804506,-73.92339356,Cafe Bar,3290 36th St,Free,http://www.yelp.com/biz/cafe-bar-astoria
1064,40.72372545,-73.99881666,Cafe Duke,545 Broadway,Fee-based, 
1063,40.75467446,-73.9862698,Cafe Duke II,1450 Broadway,Fee-based, 
1065,40.7067319,-74.01311799,Cafe Exchange,49 Broadway,Fee-based, 
650,40.8221023,-73.9496353,Café One,1619 Amsterdam Avenue,Free,http://www.openwifinyc.com/classic/a/Cafe-One-NY-10031
677,40.76892596,-73.91249405,Café Soleil,37-14 Astoria Blvd,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Cafe_Soleil_Queens_NY_32472.aspx
467,40.66281325,-73.99160886,Cafe Sutra,639A 5th Ave,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Cafe_Sutra_New_York_NY_5519.aspx
1068,40.70775842,-74.01329132,Cafe World,50 Trinity Place,Fee-based, 
676,40.72690549,-73.97711089,Cafecito,185 Avenue C,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Cafecito_New_York_NY_6185.aspx
1192,40.73512765,-73.99399441,Cafeteria 61,61 5th Ave,Fee-based, 
896,40.76518125,-73.96062941,Caffe Med,1268 2nd Avenue,Free,http://usatoday.jiwire.com/wi-fi-wireless-hotspot-New-York-New-York-NY-US-Caffe-MED-1251392.htm
683,40.72071441,-73.98739962,Cake Shop,152 Ludlow Street,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Cake_Shop_New_York_NY_5454.aspx
330,40.73574198,-73.99769785,Cassava,474 6th Ave,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Cassava_Bubble_Tea_New_York_NY_6209.aspx
711,40.68846401,-73.96021029,CDSC Clinton Hill,352 Classon Avenue,Free,https://auth.nycwireless.net/hotspots_map.php
648,40.79706345,-73.95145113,Central Park Charles a Dana Discovery Center,36 W 110th Street,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Central_Park_Charles_a_Dana_Discovery_Center_New_York_NY_24668.aspx
1055,40.76174281,-73.97399864,Cest Bon Café,11 E 55th Street,Fee-based, 
314,40.74255431,-74.00605188,Chelsea Market,75 Ninth Avenue,Free,http://www.chelseamarket.com/
849,40.74875401,-74.00863139,Chelsea Piers,West Side Highway and 23rd Street,Fee-based,http://www.chelseapiers.com/index.html#
752,40.75731596,-73.98936491,Chevy's Fresh Mex,259 W 42nd Street,Free,http://www.chevysny.com
753,40.56649901,-74.11330232,Chevy's Fresh Mex,2690 Hylan Blvd,Free,http://www.chevysny.com
395,40.71500534,-74.01524213,Chevys Fresh Mex Restaurant,102 North End Avenue,Free,http://www.chevysny.com
331,40.77792018,-73.94899203,Choux Factory,1685 First Avenue,Free,http://www.yelp.com/biz/choux-factory-new-york-city
332,40.72368146,-74.00438339,Circa Tabac,32 Watts Street,Free,http://www.nyu.edu/src/cityguide/cityinfo.html
315,40.71226038,-74.00705191,City Hall Park,corner Broadway and Murray Street,Free,http://www.downtownny.com/wireless.asp
427,40.90059811,-73.86751988,City Line Diner,4350 Katonah Ave.,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_City_Line_Diner_Bronx_NY_24466.aspx
396,40.84514179,-73.93431601,Citywidetech.com,514 W 176th Street,Free,http://www.citywidetech.com
1069,40.71599342,-74.00345581,Civic Deli,111 Worth Street,Fee-based, 
850,40.70669722,-74.00890838,"Club Quarters, Downtown",52 William St,Fee-based, 
851,40.75592989,-73.98131969,"Club Quarters, Midtown",40 W 45th St,Fee-based, 
712,40.68629063,-73.93247165,Co Labs,247  Stuyvesant Avenue,Free,https://auth.nycwireless.net/hotspots_map.php
678,40.63067278,-74.10336453,Coffe & Tea Market  Café,422 Forest Avenue,Free,http://www.wififreespot.com/ny.html
673,40.68383486,-74.00186003,Coffee Den,144 Union Street,Free,http://www.wififreespot.com/ny.html
703,40.80771571,-73.96228539,Columbia University,114 th - 120th Streets,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Columbia_University_New_York_NY_5679.aspx
1236,40.80636934,-73.96318905,Columbia University Library,535 W 114th Street,Free,http://www.columbia.edu/cu/lweb/
1193,40.78712207,-73.9719517,Columbus Cafe,556 Columbus Ave.,Fee-based, 
505,40.7454106,-73.95348475,Communitea,4702 Vernon Blvd,Free,http://www.yelp.com/biz/communitea-long-island-city
386,40.83325294,-73.90114429,Community Access,1363 Franklin Avenue,Free,http://auth.nycwireless.net/node_list.php
387,40.69250427,-73.93936071,Community Access,910 DeKalb Avenue,Free,http://auth.nycwireless.net/node_list.php
428,40.72363015,-73.97631239,Community Access - Avenue D,107 Avenue D,Free, 
1238,40.84818007,-73.91285628,Community Access - Davidson Avenue,1750 Davidson Avenue,Free,https://auth.nycwireless.net/hotspots_map.php
1239,40.72493784,-73.99077522,Community Access - East 2nd Street,29 East 2nd Street,Free,https://auth.nycwireless.net/hotspots_map.php
1240,40.71109376,-73.98359268,Community Access - Gouverneur Court,621 Water Street,Free,https://auth.nycwireless.net/hotspots_map.php
1242,40.82897583,-73.90069926,Community Access -Tinton Avenue,1189 Tinton Avenue,Free,https://auth.nycwireless.net/hotspots_map.php
661,40.73438964,-74.00269313,Condesa Café,183 West 10th Street,Free,http://www.openwifinyc.com/classic/a/Condesa-Cafe-NY-10014
388,40.84168944,-73.93990057,Coogan's,600 West 169th Street,Free, 
1241,40.82407459,-73.89866363,Coomunity Access - Rev James A. Polite Avenue,1022 Rev James  A Polite Avenue,Free,https://auth.nycwireless.net/hotspots_map.php
333,40.7316523,-74.00181851,Cornelia Street Cafe,13 Cornelia Street,Free,http://www.corneliastreetcafe.com/home.asp
905,40.89826937,-73.86271912,Corner Scone,4279 Webster Avenue,Free,http://cornerscone.com/
366,40.78252502,-73.98028201,Cosi,2186 Broadway,Free,http://www.getcosi.com
367,40.76114406,-73.9723059,Cosi,60 East 56th Street,Free,http://www.getcosi.com
368,40.76217567,-73.9848532,Cosi,1633 Broadway,Free,http://www.getcosi.com
369,40.75873038,-73.98057657,Cosi,61 West 48th Street,Free,http://www.getcosi.com
370,40.75500206,-73.97555333,Cosi,257 Park Avenue,Free,http://www.getcosi.com
371,40.75426683,-73.97731498,Cosi,38 East 45th Street,Free,http://www.getcosi.com
372,40.75157886,-73.97332768,Cosi,685 3rd Avenue,Free,http://www.getcosi.com
373,40.75284685,-73.99001664,Cosi,498 7th Avenue,Free,http://www.getcosi.com
374,40.74513592,-73.9822731,Cosi,461 Park Avenue South,Free,http://www.getcosi.com
375,40.7135634,-74.014858,Cosi,200 Vesey Street,Free,http://www.getcosi.com
376,40.70528014,-74.01104383,Cosi,55 Broad Street,Free,http://www.getcosi.com
377,40.73432811,-73.99118851,Cosi,841 Broadway,Free,http://www.getcosi.com
378,40.75407821,-73.98164991,Cosi,11 West 42nd Street,Free,http://www.getcosi.com
397,40.75768729,-73.97421712,Cosi,320 Park Avenue,Free,http://www.getcosi.com
432,40.73126506,-73.99346762,Cosi,53 East 8th Street,Free,http://www.getcosi.com
674,40.71432483,-73.95167758,Crest Café,463 Union Avenue,Free,http://www.wififreespot.com/ny.html
802,40.75882206,-73.98892202,Cyber Cafe - Taste of New York Food Court,707 8th Avenue,Fee-based, 
1067,40.76126458,-73.98615653,Cybercafe Times Square,250 West 49th Street,Fee-based,http://www.cyber-cafe.com
897,40.73037831,-73.98361982,Cyclo,203 1st Ave,Free,www.cyclorestaurant.com
886,40.7101738,-74.00558232,Dante's Gourmet Foods,166 William Street,Free,http://www.yelp.com/biz/dantes-gourmet-foods-new-york
1070,40.76826054,-73.98324891,Davidoff Columbus Circle,10 Columbus Circle,Fee-based, 
1071,40.70920826,-74.00618231,Deli News,94 Fulton Street,Fee-based, 
1072,40.75075593,-73.97552962,Delmanico,375 Lexington Ave,Fee-based, 
898,40.76037001,-73.9767051,Digby's,666 5th Avenue,Free,www.digbyscafe.com
665,40.72920368,-74.00379979,Ditch Plains,29 Bedford Street,Free, 
389,40.70330653,-73.98779155,DUMBO Wireless,155 Water St,Free,http://dumbonyc.com/2008/05/14/155water-greendesk/
643,40.73009271,-73.98612477,Duncan Donuts,170 2nd Avenue,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Duncan_Donuts_New_York_NY_6342.aspx
642,40.73065974,-73.983415,Dunikn Donuts,215 1st Avenue,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Dunkin_Donuts_New_York_NY_12150.aspx
336,40.72990858,-73.9863218,Dunkin Donuts,166 2nd Ave,Free,http://www.openwifinyc.com/classic/a/Dunkin-Donuts-2nd-Ave-NY-10003
641,40.76963224,-73.94131221,Dunkin Donuts,899 Main Street,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Dunkin_Donuts_Cortland_Manor_NY_12141.aspx
889,40.78151204,-73.94959818,Eagle Communication,1751 2nd Avenue,Free,http://www.ezgoal.com/hotspots/wireless/f.asp?fid=151674&wireless-internet
337,40.72197364,-73.98765465,Earth Matters,177 Ludlow St.,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Earth_Matters_New_York_NY_12189.aspx
659,40.73580738,-73.9941837,East West Café,78 5th Avenue,Free,http://www.openwifinyc.com/classic/a/East-West-Cafe-NY-10011
1073,40.73921343,-73.98743855,Emmas Deli,270 Park Avenue South,Fee-based, 
1074,40.74860032,-73.98611225,Empire State Building,350 5th Ave,Fee-based, 
